"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 11 14:26:54 CEST 2026","Fri Sep 11 14:27:10 CEST 2026","16262","","com.example.test.PurchaseTest","","com.example.test.PurchaseTest","registerLoginPurchaseTest","registerLoginPurchaseTest()",""
